Id,SalePrice
1621,127187.3
1622,144118.94
1623,230383.31
1624,183051.22
1625,73877.54
1626,98988.875
1627,129534.52
1628,220294.6
1629,143342.55
1630,301802.44
1631,148656.33
1632,132664.42
1633,130031.34
1634,131265.08
1635,122331.51
1636,119283.19
1637,138649.64
1638,122647.61
1639,119782.04
1640,170279.67
1641,120241.8
1642,150095.7
1643,141888.1
1644,165662.81
1645,362865.44
1646,93605.375
1647,104819.16
1648,80099.6
1649,82931.35
1650,70414.08
1651,79220.94
1652,51633.004
1653,53561.05
1654,113945.07
1655,137517.67
1656,96952.13
1657,99214.766
1658,102916.15
1659,70586.06
1660,119089.055
1661,371744.8
1662,431491.97
1663,259301.28
1664,387827.8
1665,189243.94
1666,373691.97
1667,279786.84
1668,236122.84
1669,229331.77
1670,268727.56
1671,177567.61
1672,415696.1
1673,208905.36
1674,177192.73
1675,111220.76
1676,125094.77
1677,132199.0
1678,416080.44
1679,293126.28
1680,237144.23
1681,164115.33
1682,244603.89
1683,142842.28
1684,104130.18
1685,112751.25
1686,110548.3
1687,109247.04
1688,119734.06
1689,121317.26
1690,133351.66
1691,125100.62
1692,175931.22
1693,106360.72
1694,118730.03
1695,151592.06
1696,177202.55
1697,126020.49
1698,323508.03
1699,406697.06
1700,190500.95
1701,199621.2
1702,195851.69
1703,170912.22
1704,247877.17
1705,164565.75
1706,303831.5
1707,173620.58
1708,140473.03
1709,191449.47
1710,142278.6
1711,177248.34
1712,185604.16
1713,219337.42
1714,131881.55
1715,149651.6
1716,129646.5
1717,112612.195
1718,80045.99
1719,151092.53
1720,206625.58
1721,88651.86
1722,59897.1
1723,90800.32
1724,177900.69
1725,189984.42
1726,118756.07
1727,92966.35
1728,89293.07
1729,117666.04
1730,131299.77
1731,71203.07
1732,91788.93
1733,72174.836
1734,67239.97
1735,63482.793
1736,79973.27
1737,137772.33
1738,203614.48
1739,229473.1
1740,191313.48
1741,129350.36
1742,112441.34
1743,114447.12
1744,101184.81
1745,138336.62
1746,132341.42
1747,173523.92
1748,194373.5
1749,93401.0
1750,86673.266
1751,217484.45
1752,73901.21
1753,79987.23
1754,151455.66
1755,109366.914
1756,145845.28
1757,82266.516
1758,101422.766
1759,107123.08
1760,75294.28
1761,79183.1
1762,130076.86
1763,112956.27
1764,74738.55
1765,93800.19
1766,167120.31
1767,154584.31
1768,80252.75
1769,106443.016
1770,103722.836
1771,63849.516
1772,80662.945
1773,75130.875
1774,68759.195
1775,83533.83
1776,113686.08
1777,78089.414
1778,80113.73
1779,88434.336
1780,83329.81
1781,71836.57
1782,55032.7
1783,138211.22
1784,78448.9
1785,72832.12
1786,1332469.9
1787,143272.03
1788,32860.15
1789,88406.26
1790,72740.22
1791,122648.555
1792,96465.54
1793,69613.64
1794,102155.87
1795,94127.53
1796,109670.23
1797,101726.06
1798,67465.62
1799,69255.6
1800,74438.65
1801,70635.76
1802,71740.93
1803,97960.35
1804,77502.19
1805,86914.54
1806,75567.266
1807,50624.094
1808,80408.95
1809,53689.465
1810,65687.36
1811,28168.113
1812,44815.1
1813,72437.766
1814,66293.914
1815,70236.484
1816,62014.816
1817,71642.67
1818,62803.42
1819,74675.77
1820,28956.916
1821,46478.23
1822,113704.734
1823,20923.703
1824,84656.516
1825,89875.305
1826,66643.83
1827,60898.332
1828,78299.484
1829,166619.17
1830,102002.44
1831,101033.9
1832,36549.09
1833,85003.01
1834,80335.52
1835,49634.805
1836,85167.086
1837,42261.883
1838,69500.14
1839,93986.26
1840,85880.0
1841,85601.51
1842,70692.44
1843,76449.8
1844,116526.445
1845,67051.96
1846,97432.82
1847,123659.19
1848,44780.88
1849,68661.37
1850,81719.94
1851,109293.72
1852,86646.16
1853,66720.13
1854,93527.39
1855,103891.53
1856,113096.945
1857,123768.32
1858,71013.19
1859,51416.105
1860,74935.52
1861,56098.645
1862,478859.06
1863,406644.34
1864,406455.16
1865,276785.25
1866,234183.92
1867,168994.98
1868,239813.78
1869,163002.55
1870,189361.62
1871,180351.0
1872,117655.61
1873,159449.06
1874,87101.74
1875,87914.664
1876,157570.69
1877,155446.94
1878,136289.1
1879,88463.016
1880,90303.336
1881,221242.67
1882,165179.75
1883,152020.89
1884,136139.19
1885,170429.95
1886,197406.2
1887,160794.98
1888,288724.12
1889,131176.11
1890,59446.625
1891,91803.734
1892,64758.402
1893,86516.85
1894,76136.35
1895,85361.09
1896,81655.83
1897,66566.586
1898,48060.055
1899,163415.0
1900,84081.625
1901,87990.99
1902,82203.625
1903,77183.54
1904,80358.98
1905,96247.2
1906,89448.79
1907,107113.375
1908,62336.08
1909,77549.28
1910,75402.06
1911,123946.68
1912,213439.47
1913,75667.44
1914,44447.863
1915,158873.19
1916,26279.719
1917,174628.23
1918,75369.56
1919,111898.13
1920,148178.34
1921,302509.9
1922,255580.33
1923,220826.14
1924,146743.5
1925,141685.67
1926,308323.72
1927,78153.414
1928,105912.52
1929,104924.27
1930,126769.16
1931,105859.1
1932,109594.32
1933,275721.44
1934,117500.875
1935,122726.47
1936,140383.03
1937,116078.24
1938,121100.63
1939,161245.53
1940,95565.34
1941,112270.44
1942,141756.1
1943,120289.85
1944,321173.3
1945,279269.7
1946,53431.363
1947,135825.88
1948,104085.1
1949,143271.22
1950,108634.89
1951,156137.95
1952,160704.55
1953,92282.92
1954,159448.14
1955,79371.43
1956,386505.2
1957,117439.59
1958,229112.5
1959,58188.066
1960,78554.45
1961,93163.3
1962,55867.043
1963,57863.953
1964,67133.09
1965,120676.14
1966,86599.73
1967,230511.23
1968,242763.33
1969,308890.84
1970,340621.88
1971,392407.56
1972,254306.8
1973,235183.45
1974,207191.11
1975,215049.72
1976,202520.9
1977,368371.72
1978,238961.58
1979,261759.81
1980,152881.14
1981,281747.38
1982,154033.34
1983,180609.0
1984,126598.086
1985,149212.39
1986,131248.31
1987,149493.27
1988,116252.06
1989,125914.53
1990,149852.67
1991,161594.69
1992,144236.9
1993,114110.03
1994,157527.58
1995,124567.516
1996,185614.42
1997,194851.23
1998,313172.8
1999,235941.42
2000,224685.17
2001,170941.73
2002,188998.98
2003,216958.06
2004,257442.67
2005,155219.97
2006,165786.25
2007,142729.8
2008,124768.445
2009,113191.13
2010,133295.84
2011,65432.4
2012,109889.875
2013,137151.73
2014,137175.55
2015,130090.76
2016,143549.81
2017,142737.16
2018,51078.004
2019,78079.21
2020,40517.043
2021,68272.664
2022,106382.83
2023,85835.95
2024,235314.03
2025,286283.62
2026,117739.336
2027,108495.02
2028,108111.11
2029,96666.3
2030,193291.75
2031,151042.12
2032,155970.22
2033,156030.77
2034,101434.664
2035,160506.97
2036,116963.664
2037,117760.01
2038,228252.81
2039,122458.16
2040,240136.03
2041,143314.39
2042,136228.16
2043,117915.09
2044,148402.2
2045,124087.91
2046,62641.254
2047,87578.766
2048,65967.86
2049,64752.168
2050,110069.65
2051,67302.58
2052,74067.66
2053,87814.12
2054,77638.16
2055,117551.52
2056,79277.25
2057,59317.56
2058,130310.914
2059,76377.87
2060,109940.82
2061,92348.77
2062,90614.85
2063,68147.9
2064,111311.26
2065,73188.48
2066,113039.36
2067,79570.6
2068,64688.836
2069,45312.89
2070,75095.13
2071,51703.066
2072,206557.4
2073,83937.9
2074,225368.66
2075,85629.836
2076,75844.01
2077,75786.24
2078,85267.53
2079,72633.12
2080,60318.83
2081,93738.4
2082,55505.81
2083,79276.414
2084,79326.484
2085,59342.008
2086,73437.66
2087,53185.61
2088,44140.47
2089,45770.05
2090,83701.61
2091,20816.248
2092,76985.79
2093,67207.66
2094,62422.1
2095,56344.53
2096,45889.547
2097,42990.18
2098,101563.88
2099,41385.457
2100,46993.918
2101,39504.973
2102,65411.934
2103,68238.164
2104,50745.707
2105,56504.457
2106,33643.188
2107,117855.27
2108,59318.01
2109,60665.14
2110,83348.89
2111,52982.195
2112,92714.9
2113,70355.08
2114,85654.336
2115,84553.805
2116,70699.38
2117,103434.59
2118,78720.87
2119,68607.49
2120,64435.348
2121,50513.945
2122,117227.99
2123,57994.55
2124,129413.28
2125,51263.734
2126,117862.92
2127,48910.367
2128,68618.09
2129,46455.99
2130,70289.414
2131,142673.73
2132,59952.133
2133,61594.8
2134,91742.02
2135,60958.883
2136,31221.156
2137,52045.01
2138,69182.125
2139,91640.16
2140,73065.875
2141,100687.24
2142,70305.31
2143,105495.68
2144,70876.59
2145,80357.13
2146,88772.67
2147,87106.31
2148,80838.62
2149,96211.04
2150,148535.02
2151,93932.85
2152,58051.715
2153,271809.44
2154,52023.324
2155,83037.95
2156,276339.78
2157,172631.11
2158,191159.75
2159,134436.27
2160,169466.73
2161,164866.42
2162,409278.7
2163,268016.84
2164,167113.61
2165,116843.586
2166,93390.66
2167,156806.17
2168,145374.0
2169,133297.25
2170,187973.67
2171,94804.375
2172,95831.555
2173,161673.6
2174,171268.23
2175,213362.95
2176,244139.62
2177,223499.48
2178,149053.81
2179,81627.24
2180,122544.49
2181,125620.086
2182,171949.55
2183,125025.36
2184,70889.23
2185,60039.45
2186,86751.66
2187,86375.71
2188,123527.164
2189,649108.44
2190,34826.195
2191,28855.111
2192,34790.977
2193,47139.207
2194,52167.75
2195,56998.37
2196,71297.38
2197,101776.14
2198,94256.44
2199,104567.445
2200,96219.84
2201,97769.77
2202,131324.81
2203,89843.77
2204,113516.2
2205,53807.414
2206,110193.37
2207,121595.7
2208,182411.48
2209,125881.15
2210,77529.39
2211,83519.32
2212,76939.11
2213,61420.703
2214,67398.92
2215,56170.484
2216,108412.27
2217,22373.633
2218,56107.688
2219,49875.473
2220,37802.72
2221,155056.19
2222,147959.19
2223,220823.17
2224,176916.84
2225,96946.41
2226,144400.69
2227,117440.6
2228,187561.11
2229,235470.28
2230,121072.34
2231,159664.83
2232,112318.52
2233,119771.52
2234,162079.45
2235,165678.77
2236,204521.98
2237,300738.25
2238,141217.84
2239,48045.16
2240,85929.734
2241,110862.7
2242,51716.234
2243,72845.39
2244,45166.203
2245,48249.91
2246,82567.01
2247,59424.8
2248,94320.09
2249,86631.03
2250,79351.07
2251,68574.52
2252,103893.32
2253,113568.945
2254,124622.17
2255,145531.84
2256,134724.03
2257,229717.47
2258,107637.87
2259,108855.99
2260,81155.234
2261,118971.0
2262,116847.164
2263,330030.6
2264,342076.7
2265,143020.84
2266,216212.39
2267,252580.33
2268,229488.42
2269,103051.586
2270,145121.89
2271,147231.88
2272,88159.99
2273,100898.14
2274,110957.484
2275,143250.17
2276,133686.42
2277,124928.58
2278,84486.66
2279,71497.836
2280,58759.54
2281,115447.2
2282,104951.695
2283,52723.22
2284,66762.77
2285,95348.41
2286,85074.54
2287,252924.05
2288,207219.58
2289,328337.88
2290,411060.44
2291,302356.16
2292,345268.66
2293,477507.38
2294,281936.06
2295,459459.7
2296,256155.48
2297,285169.94
2298,232992.98
2299,260280.16
2300,320388.28
2301,217108.75
2302,186343.38
2303,179670.14
2304,217534.03
2305,116932.555
2306,110107.016
2307,110587.734
2308,141580.19
2309,178264.8
2310,173919.88
2311,131695.92
2312,139976.89
2313,114141.05
2314,141704.03
2315,163511.36
2316,150321.88
2317,142406.08
2318,129934.05
2319,128798.15
2320,148105.44
2321,176299.05
2322,147632.31
2323,145301.5
2324,111851.73
2325,168246.75
2326,117487.75
2327,178161.12
2328,165194.89
2329,127772.92
2330,129675.68
2331,256387.16
2332,372144.94
2333,267194.56
2334,230861.69
2335,209172.7
2336,259293.61
2337,153938.92
2338,234129.66
2339,186703.4
2340,405527.06
2341,246080.97
2342,186368.61
2343,176730.16
2344,186164.34
2345,226128.44
2346,165430.89
2347,157529.97
2348,184333.03
2349,146214.9
2350,212732.5
2351,187603.31
2352,158135.67
2353,169781.22
2354,65910.945
2355,86192.375
2356,83605.305
2357,132891.7
2358,110691.35
2359,89384.836
2360,70099.51
2361,92142.04
2362,160531.44
2363,67793.58
2364,94933.39
2365,139316.34
2366,133828.53
2367,154305.78
2368,150174.3
2369,151799.52
2370,120177.24
2371,129748.68
2372,114915.0
2373,173382.31
2374,212265.58
2375,156641.3
2376,186250.28
2377,298177.7
2378,92711.445
2379,149713.12
2380,87680.64
2381,133557.22
2382,206070.25
2383,157858.11
2384,184094.81
2385,97458.555
2386,77400.4
2387,86756.45
2388,61095.76
2389,82013.34
2390,80990.78
2391,91526.7
2392,76452.85
2393,99505.19
2394,93965.47
2395,189792.64
2396,69572.69
2397,117688.5
2398,72346.23
2399,27669.066
2400,30654.857
2401,72034.28
2402,76598.67
2403,59022.605
2404,71509.57
2405,87454.32
2406,112521.586
2407,71805.95
2408,76160.68
2409,78809.58
2410,117354.51
2411,57846.734
2412,68353.445
2413,98368.71
2414,98724.99
2415,54800.473
2416,66346.28
2417,141349.75
2418,90937.33
2419,107237.25
2420,78263.414
2421,33182.938
2422,53447.773
2423,50688.875
2424,97143.71
2425,275827.97
2426,91775.19
2427,67842.08
2428,132120.48
2429,61123.86
2430,85587.55
2431,61825.26
2432,86291.4
2433,133999.28
2434,73489.78
2435,87715.09
2436,72616.36
2437,55209.53
2438,68115.28
2439,61221.633
2440,70672.414
2441,39616.645
2442,61001.684
2443,81586.0
2444,108459.54
2445,70852.734
2446,76829.28
2447,111877.984
2448,61545.24
2449,71836.29
2450,89021.92
2451,52788.023
2452,128862.53
2453,53039.99
2454,77312.32
2455,68752.12
2456,37464.062
2457,80306.12
2458,83641.27
2459,48076.055
2460,73349.33
2461,76457.305
2462,59718.4
2463,70097.03
2464,98489.805
2465,87212.79
2466,67315.29
2467,56578.33
2468,51408.805
2469,43021.266
2470,159173.45
2471,149919.86
2472,89937.73
2473,82531.336
2474,30785.934
2475,139629.19
2476,59235.59
2477,51833.703
2478,84881.82
2479,55950.535
2480,156725.14
2481,69405.96
2482,69301.984
2483,73392.16
2484,58060.74
2485,71359.83
2486,75720.57
2487,224361.42
2488,104023.58
2489,118535.195
2490,96546.9
2491,49012.254
2492,165416.84
2493,102618.01
2494,85155.79
2495,56393.29
2496,177820.97
2497,109551.69
2498,62651.11
2499,46206.87
2500,87401.22
2501,74795.586
2502,100170.62
2503,54700.484
2504,3067442.0
2505,149312.61
2506,180744.27
2507,260010.73
2508,188318.7
2509,143360.45
2510,143509.3
2511,114927.49
2512,161728.81
2513,112031.39
2514,173221.17
2515,113913.766
2516,126398.9
2517,91445.21
2518,80549.34
2519,171433.61
2520,154075.5
2521,129915.83
2522,162851.2
2523,70134.945
2524,82529.29
2525,83170.39
2526,111211.09
2527,78779.89
2528,61049.99
2529,65636.14
2530,122080.47
2531,196562.36
2532,167954.83
2533,143138.2
2534,118931.97
2535,226761.39
2536,144332.95
2537,168939.08
2538,147956.5
2539,119492.47
2540,142121.84
2541,160506.64
2542,104583.805
2543,69395.89
2544,98244.95
2545,72589.35
2546,84923.12
2547,96458.54
2548,94308.86
2549,131282.86
2550,1663688.6
2551,90181.555
2552,92084.94
2553,40790.41
2554,27242.38
2555,84872.11
2556,63105.77
2557,60208.023
2558,59058.473
2559,80911.58
2560,99742.805
2561,124473.7
2562,104626.1
2563,107181.63
2564,117645.055
2565,108869.695
2566,113735.305
2567,75535.79
2568,581669.56
2569,132889.67
2570,81429.14
2571,170691.02
2572,90086.49
2573,114622.22
2574,92186.08
2575,86781.37
2576,57363.52
2577,46471.848
2578,52296.617
2579,43731.145
2580,35948.63
2581,79997.46
2582,58862.68
2583,216568.61
2584,123464.17
2585,150034.42
2586,190525.12
2587,144398.22
2588,204728.06
2589,95844.36
2590,144375.62
2591,209773.8
2592,172171.58
2593,2580509.2
2594,152794.88
2595,144036.2
2596,226514.12
2597,114024.195
2598,283207.5
2599,189337.25
2600,114793.74
2601,115421.65
2602,41252.703
2603,52484.027
2604,32555.893
2605,32690.234
2606,89494.35
2607,529246.56
2608,162874.81
2609,139699.78
2610,54507.137
2611,76583.92
2612,103824.27
2613,93498.664
2614,104633.88
2615,81284.2
2616,142093.25
2617,144334.6
2618,106606.47
2619,133063.16
2620,138023.78
2621,115614.99
2622,115893.625
2623,181663.08
2624,229384.48
2625,288741.5
2626,122640.125
2627,105395.22
2628,426655.3
2629,517706.9
2630,387386.03
2631,349918.06
2632,368368.56
2633,216414.36
2634,279036.47
2635,130286.56
2636,107475.195
2637,107036.17
2638,196272.38
2639,154523.73
2640,87701.625
2641,88428.1
2642,117567.234
2643,63960.074
2644,76309.21
2645,53043.98
2646,45246.566
2647,55670.84
2648,144953.02
2649,113819.625
2650,78558.875
2651,110011.73
2652,349878.0
2653,180719.61
2654,178572.1
2655,297825.03
2656,236765.27
2657,300029.53
2658,212341.69
2659,283873.75
2660,293445.75
2661,323704.66
2662,349157.38
2663,208126.27
2664,197948.02
2665,242742.94
2666,191237.61
2667,147791.8
2668,122510.61
2669,131415.77
2670,217236.53
2671,135248.34
2672,137447.52
2673,127773.41
2674,125135.695
2675,133448.22
2676,118604.64
2677,144964.48
2678,319858.9
2679,221339.1
2680,234228.16
2681,349715.88
2682,180988.14
2683,551037.3
2684,204986.34
2685,211331.6
2686,171693.11
2687,302471.8
2688,182251.53
2689,168613.78
2690,503948.78
2691,144217.64
2692,83703.35
2693,142489.75
2694,66058.516
2695,142792.97
2696,137333.12
2697,114538.73
2698,209984.78
2699,108737.71
2700,99209.83
2701,87885.49
2702,57856.832
2703,50565.9
2704,89253.66
2705,49657.62
2706,47841.973
2707,54321.977
2708,73824.71
2709,44669.56
2710,73407.55
2711,169320.38
2712,420996.3
2713,143000.1
2714,97024.65
2715,120075.98
2716,104304.51
2717,141851.69
2718,156949.48
2719,84458.46
2720,132393.06
2721,88861.1
2722,75990.11
2723,94176.38
2724,70559.81
2725,82142.42
2726,82743.88
2727,109177.35
2728,92132.02
2729,103164.48
2730,84548.64
2731,74816.99
2732,65374.953
2733,95728.7
2734,134585.33
2735,70689.4
2736,85083.305
2737,73899.31
2738,55172.953
2739,92812.92
2740,113998.1
2741,72483.586
2742,88430.8
2743,89681.805
2744,102088.27
2745,104684.695
2746,73692.05
2747,123406.836
2748,103083.33
2749,93842.69
2750,99802.94
2751,107685.92
2752,174185.12
2753,121512.01
2754,109338.13
2755,89448.37
2756,97691.01
2757,48656.54
2758,84496.57
2759,103796.266
2760,68984.875
2761,85579.46
2762,76858.0
2763,108729.63
2764,121431.5
2765,193699.02
2766,72784.21
2767,60990.28
2768,49413.29
2769,94924.8
2770,70995.17
2771,65990.88
2772,45954.797
2773,131514.69
2774,65489.832
2775,78996.72
2776,99978.5
2777,80996.58
2778,65369.71
2779,52192.035
2780,52323.105
2781,49172.7
2782,66529.2
2783,85806.82
2784,57953.973
2785,120953.125
2786,42546.99
2787,58389.742
2788,48438.06
2789,109631.53
2790,29422.854
2791,62098.973
2792,29030.963
2793,63865.05
2794,41214.52
2795,77425.28
2796,50116.54
2797,105747.195
2798,61879.65
2799,55715.93
2800,32789.55
2801,55043.67
2802,65348.582
2803,57800.418
2804,139562.34
2805,64140.15
2806,51693.355
2807,90569.58
2808,72907.73
2809,106580.85
2810,62721.71
2811,123279.69
2812,104299.44
2813,91627.055
2814,93216.79
2815,59559.375
2816,159625.86
2817,144165.39
2818,70765.69
2819,75833.875
2820,103868.64
2821,64329.684
2822,169473.53
2823,456029.34
2824,135544.56
2825,153793.94
2826,117393.336
2827,110947.33
2828,136750.25
2829,192625.8
2830,213361.55
2831,129039.24
2832,289785.9
2833,212368.45
2834,173520.28
2835,174668.53
2836,119846.945
2837,94747.07
2838,111719.64
2839,118922.445
2840,117034.07
2841,133859.8
2842,141569.64
2843,112780.07
2844,99760.4
2845,66836.3
2846,155143.45
2847,160645.69
2848,161092.45
2849,159567.72
2850,193645.28
2851,133439.06
2852,203728.69
2853,186990.14
2854,80323.43
2855,136480.03
2856,122859.38
2857,134994.48
2858,145651.81
2859,72805.04
2860,113985.17
2861,78741.44
2862,174208.23
2863,68073.52
2864,201749.05
2865,110383.54
2866,82445.36
2867,79121.58
2868,54294.215
2869,49550.188
2870,74253.45
2871,36163.26
2872,48415.195
2873,117525.97
2874,65939.36
2875,50828.97
2876,115706.0
2877,93680.75
2878,135268.61
2879,59929.55
2880,70164.914
2881,124461.945
2882,136443.73
2883,123654.01
2884,114035.61
2885,125888.12
2886,235110.36
2887,42431.5
2888,81742.69
2889,20504.117
2890,48857.367
2891,89389.61
2892,21006.037
2893,47662.816
2894,26557.133
2895,248623.62
2896,175844.67
2897,159549.16
2898,67645.36
2899,140601.97
2900,148275.73
2901,163313.27
2902,121275.38
2903,298723.03
2904,307381.28
2905,46095.43
2906,194487.0
2907,75942.3
2908,89564.37
2909,69446.01
2910,32289.39
2911,44663.508
2912,108310.38
2913,52453.402
2914,29919.275
2915,38751.555
2916,42911.855
2917,119439.59
2918,52270.734
2919,245381.45
